mating_type,trial_type,day,female_number,female_treatment,female_population,male_number,male_treatment,male_population,male_colour,day_order
assortative,among_trt,7,7,salt,7cs,7,salt,7cs,blue,6
dissasortative,among_trt,7,7,salt,7cs,7,corn,7cc,red,6
assortative,within_trt,7,7,salt,7cs,7,salt,7cs,blue,6
dissasortative,among_trt,7,7,salt,7cs,7,corn,7cc,blue,6
dissasortative,among_trt,7,7,salt,7cs,7,corn,7cc,blue,6
assortative,within_trt,7,7,salt,7cs,7,salt,7cs,red,6
assortative,within_trt,7,7,salt,7cs,7,salt,7cs,red,6
dissasortative,within_trt,7,7,salt,7cs,1,salt,1cs,red,6
dissasortative,within_trt,7,7,salt,7cs,1,salt,1cs,red,6
dissasortative,within_trt,7,7,salt,7cs,1,salt,1cs,blue,6
dissasortative,among_trt,8,1,corn,1cc,1,salt,1cs,blue,1
assortative,among_trt,8,1,corn,1cc,1,corn,1cc,red,1
assortative,among_trt,8,1,corn,1cc,1,corn,1cc,red,1
assortative,within_trt,8,1,corn,1cc,1,corn,1cc,blue,1
assortative,within_trt,8,1,corn,1cc,1,corn,1cc,blue,1
assortative,among_trt,8,1,corn,1cc,1,corn,1cc,blue,1
assortative,among_trt,8,1,corn,1cc,1,corn,1cc,blue,1
dissasortative,among_trt,8,1,salt,1cs,1,corn,1cc,red,1
assortative,within_trt,8,1,salt,1cs,1,salt,1cs,blue,1
assortative,among_trt,8,1,salt,1cs,1,salt,1cs,red,1
assortative,among_trt,8,1,salt,1cs,1,salt,1cs,red,1
assortative,within_trt,8,2,corn,2cc,2,corn,2cc,red,2
assortative,among_trt,8,2,salt,2cs,2,salt,2cs,red,2
dissasortative,among_trt,8,2,salt,2cs,2,corn,2cc,blue,2
assortative,within_trt,8,2,salt,2cs,2,salt,2cs,red,2
dissasortative,among_trt,8,3,corn,3cc,3,salt,3cs,blue,3
dissasortative,among_trt,8,3,corn,3cc,3,salt,3cs,blue,3
dissasortative,within_trt,8,4,corn,4cc,3,corn,3cc,blue,4
assortative,among_trt,8,3,salt,3cs,3,salt,3cs,blue,3
assortative,among_trt,8,3,salt,3cs,3,salt,3cs,blue,3
assortative,within_trt,8,3,salt,3cs,3,salt,3cs,blue,3
assortative,among_trt,8,3,salt,3cs,3,salt,3cs,red,3
assortative,within_trt,8,3,salt,3cs,3,salt,3cs,red,3
assortative,within_trt,8,3,salt,3cs,3,salt,3cs,red,3
assortative,among_trt,8,4,corn,4cc,4,corn,4cc,blue,4
assortative,among_trt,8,4,corn,4cc,4,corn,4cc,blue,4
assortative,among_trt,8,4,corn,4cc,4,corn,4cc,blue,4
dissasortative,among_trt,8,4,corn,4cc,4,salt,4cs,red,4
assortative,among_trt,8,4,corn,4cc,4,corn,4cc,blue,4
assortative,within_trt,8,4,corn,4cc,4,corn,4cc,red,4
dissasortative,within_trt,8,3,salt,3cs,4,salt,4cs,red,3
dissasortative,within_trt,8,3,salt,3cs,4,salt,4cs,blue,3
assortative,among_trt,8,4,salt,4cs,4,salt,4cs,blue,4
dissasortative,among_trt,8,4,salt,4cs,4,corn,4cc,red,4
assortative,within_trt,8,5,corn,5cc,5,corn,5cc,blue,5
dissasortative,within_trt,8,6,corn,6cc,5,corn,5cc,red,6
dissasortative,within_trt,8,6,corn,6cc,5,corn,5cc,red,6
dissasortative,within_trt,8,6,corn,6cc,5,corn,5cc,red,6
dissasortative,within_trt,8,6,corn,6cc,5,corn,5cc,blue,6
dissasortative,among_trt,8,5,salt,5cs,5,corn,5cc,red,5
assortative,among_trt,8,6,corn,6cc,6,corn,6cc,red,6
dissasortative,among_trt,8,6,corn,6cc,6,salt,6cs,blue,6
dissasortative,among_trt,8,6,corn,6cc,6,salt,6cs,blue,6
assortative,within_trt,8,6,corn,6cc,6,corn,6cc,blue,6
assortative,among_trt,8,6,corn,6cc,6,corn,6cc,blue,6
assortative,among_trt,8,6,corn,6cc,6,corn,6cc,blue,6
assortative,among_trt,8,6,corn,6cc,6,corn,6cc,blue,6
dissasortative,among_trt,8,6,corn,6cc,6,salt,6cs,red,6
assortative,within_trt,8,6,corn,6cc,6,corn,6cc,red,6
assortative,within_trt,8,6,corn,6cc,6,corn,6cc,red,6
dissasortative,within_trt,8,7,corn,7cc,6,corn,6cc,blue,14
dissasortative,within_trt,8,5,salt,5cs,6,salt,6cs,blue,5
dissasortative,within_trt,8,5,salt,5cs,6,salt,6cs,blue,5
assortative,among_trt,8,6,salt,6cs,6,salt,6cs,blue,6
assortative,among_trt,8,6,salt,6cs,6,salt,6cs,red,6
dissasortative,within_trt,8,1,corn,1cc,7,corn,7cc,blue,1
dissasortative,among_trt,8,7,corn,7cc,7,salt,7cs,blue,14
dissasortative,within_trt,8,6,salt,6cs,7,salt,7cs,blue,6
dissasortative,among_trt,8,7,salt,7cs,7,corn,7cc,blue,14
assortative,within_trt,8,7,salt,7cs,7,salt,7cs,red,14
dissasortative,within_trt,8,7,salt,7cs,1,salt,1cs,blue,14
